"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12 - ACRE","851","927","897","801","680","709","887","865","867","881","885","886","944","960","881","860","822","783","1082","1068","1081","1012","1012","911","921","1018","941","831","924","858","1110","1034","997","836","746","810"
"27 - ALAGOAS","2819","3167","3150","2441","2805","2853","3066","3141","3335","2749","2758","2942","2665","2858","2892","2870","2645","2392","3673","3307","3298","3623","3422","3349","3304","3657","3163","3108","3493","3198","3293","3220","3303","2789","2770","3117"
"16 - AMAPA","287","487","605","260","508","621","292","468","598","253","409","472","301","443","516","366","501","504","413","448","541","399","459","488","472","482","523","416","511","525","561","581","597","475","470","463"
"13 - AMAZONAS","3967","4218","3817","4330","4587","4859","5241","5448","5755","4942","4921","5040","4864","5063","4960","5030","4982","4665","5080","5126","5006","5126","5309","5168","4933","5092","5140","4884","4896","4979","5565","5117","5262","4141","4151","3936"
"29 - BAHIA","8431","10419","10941","7207","9022","9677","9369","10454","11526","7226","7530","8162","7783","8065","8117","8379","7837","7249","9919","8994","8827","10652","10505","9728","9901","10940","9524","8862","9668","9142","10839","11193","11503","8155","8519","8908"
"23 - CEARA","6156","7218","7521","4946","5998","6286","5501","6258","6698","5004","5673","6543","5369","5751","6062","6609","6102","6198","7143","6382","6570","7786","7654","7039","7127","7879","6965","6912","7624","7691","7584","7619","8125","5999","6207","6681"
"53 - DISTRITO FEDERAL","2280","2872","2740","1726","2096","2209","2456","2799","2944","2322","2215","2503","2438","2324","2506","2663","2420","2313","2594","2393","2260","2524","2522","2250","2379","2480","2252","2373","2472","2413","2248","2153","2273","2331","2314","2333"
"32 - ESPIRITO SANTO","3360","3743","3849","2719","2844","3135","3372","3352","3566","3337","3006","3280","3377","3434","3391","3713","3492","3113","3713","3509","3416","3699","3744","3364","3537","3880","3597","3311","3661","3566","3560","3672","3892","3195","2988","3361"
"52 - GOIAS","4849","5315","5188","4101","4789","5032","5305","5533","5981","4965","4877","5377","5257","5302","5156","5739","5311","4841","6227","5878","5712","6270","6536","6134","5765","6068","5843","5880","6231","6363","6331","6144","6207","5043","5057","5300"
"21 - MARANHAO","4595","5464","5511","3869","4789","4734","4737","5354","5471","4424","5236","5501","4703","5042","5264","5676","5085","5209","5977","5188","5407","6353","6028","5453","5869","6091","5291","5530","6087","5525","6354","6212","6335","4628","4713","4738"
"51 - MATO GROSSO","3872","4198","4150","3165","3260","3539","3998","3935","4170","3627","3388","3556","3709","3788","3724","3820","3657","3362","4051","3804","3655","4139","4270","4040","3826","4187","3913","3835","3742","3877","4262","3978","4314","3251","3250","3195"
"50 - MATO GROSSO DO SUL","2626","2937","3085","2447","2521","2695","3012","2709","2902","3018","2683","2758","2685","2651","2332","2796","2775","2365","2952","2819","2596","3073","3098","3025","2542","2840","2799","2552","2807","2763","2738","2684","2858","2267","2266","2532"
"31 - MINAS GERAIS","13509","15908","16529","11932","12751","13990","15652","15435","16940","14017","13300","14282","14040","14477","13797","14874","14749","13248","14399","13929","13520","15807","16457","15974","14007","15564","14869","13475","14780","14809","14968","14737","16176","12644","13143","13964"
"15 - PARA","6025","6539","6817","5314","5834","6083","6367","7104","7209","5411","6341","6223","5704","6383","6375","6553","6322","6575","6486","6115","6519","6949","6802","6709","6368","6726","6092","6551","6756","6258","7211","7095","6924","5421","5407","5384"
"25 - PARAIBA","3067","3353","3498","2314","2650","2730","2886","3076","3175","2842","2957","3197","2622","2707","2662","3195","2858","2742","3639","3378","3264","3514","3532","3253","3256","3600","3179","3261","3439","3471","3197","3336","3482","2756","2750","2876"
"41 - PARANA","9411","10471","10618","8165","8454","9110","10887","9928","10575","9677","8703","8917","8909","9286","8390","9720","9695","8382","10349","10008","9893","10476","10929","11088","9606","10274","9756","9146","9424","9804","10077","9986","10758","7698","8108","8277"
"26 - PERNAMBUCO","6870","7955","8149","5698","6938","7175","6872","7768","8217","5915","6294","7096","5686","5953","6080","6916","6553","6184","8392","7419","7524","8198","7988","7404","7103","8167","6919","6996","7949","7419","7390","7476","8000","6180","6340","6892"
"22 - PIAUI","2436","2877","3084","1998","2478","2811","2338","2704","2756","2457","2746","2847","2274","2569","2500","2532","2639","2634","2554","2541","2780","2735","2929","2901","2374","2728","2529","2425","2752","2752","2614","2618","2777","2091","2142","2224"
"33 - RIO DE JANEIRO","9948","10455","10657","8300","8392","8969","10817","10151","10977","9164","8423","8607","9072","8772","8483","10105","9297","8366","9803","8995","8778","9796","10276","9451","9552","10056","9461","9350","9230","9140","9437","9051","9612","7206","7313","7265"
