"25 - PARAIBA","3205","3259","1281","2600","2545","1579","2933","2823","2509","2735","2627","2323","2799","2446","2108","2696","2258","1999","3345","2951","2653","3161","2865","2567","2357","2382","2196","2479","2430","2065","2424","2626","2639","1751","1928","1758"
"41 - PARANA","14588","15830","7360","12794","12966","9229","14028","13217","12392","13394","12320","11559","13442","12904","11327","14220","13899","12813","13104","12482","12183","13959","15184","14296","9266","9825","9983","11500","12129","12462","12718","12373","13361","9850","10369","10713"
"26 - PERNAMBUCO","2613","2777","1122","2237","2330","1528","2464","2498","2234","2446","2257","1937","2557","2183","1902","2716","2115","1983","3055","2633","2332","3709","3535","2941","2843","2761","2479","2916","3344","2842","3233","3580","3464","2601","2638","2702"
"22 - PIAUI","3806","4005","766","3070","3504","1271","3272","3612","2641","2973","2916","2823","3210","2977","2662","3383","3010","3175","3164","2844","2667","3576","3602","3290","2143","2282","1948","2668","2712","2726","3006","2871","3005","2031","1944","2037"
"33 - RIO DE JANEIRO","1398","1420","422","1590","1402","732","1873","1506","1243","1834","1497","1110","1782","1484","966","2023","1679","1274","2076","1766","1358","2570","2481","2060","2091","1958","1764","2068","1902","1706","2283","2138","1886","1966","1804","1581"
"24 - RIO GRANDE DO NORTE","1745","1889","351","1393","1583","687","1691","1662","1221","1420","1323","1101","1571","1384","1205","1673","1320","1161","1676","1432","1249","1784","1731","1458","1281","1229","1037","1307","1331","1217","1439","1567","1405","1181","1188","1163"
"43 - RIO GRANDE DO SUL","9408","10273","3747","8902","8803","6023","10151","9311","8652","9823","8585","8136","9913","9354","8243","10284","10059","8769","9279","8883","8275","10655","11012","10599","6607","6402","6099","9024","9513","9064","10039","10280","10259","8252","8839","9092"
"11 - RONDONIA","202","188","30","211","213","114","247","231","161","277","205","136","284","249","159","333","345","176","297","297","160","341","387","191","324","339","156","557","591","401","828","704","566","925","795","813"
"14 - RORAIMA","16","7","8","10","8","6","4","8","6","9","11","6","11","6","9","14","10","4","17","11","8","23","11","9","16","17","12","31","21","7","33","12","10","37","20","20"
"42 - SANTA CATARINA","5880","6956","2057","5087","5312","3422","5757","5467","4960","5448","4735","4645","5641","5199","4690","5966","5579","4856","5753","5645","4969","6518","6767","6235","3833","3911","3821","5293","5556","5584","6171","6436","6562","4167","4534","4465"
"35 - SAO PAULO","39206","43760","18081","35850","37025","21075","41577","38822","33497","37097","33783","29203","40445","37493","32133","43334","39995","33880","40255","38503","33067","44768","48163","39856","31523","33410","29786","36498","39337","36171","39803","40020","39652","33889","35250","34644"
"28 - SERGIPE","1945","2142","646","1621","1863","840","2078","2143","1836","1867","1648","1642","2067","1793","1815","2091","1784","1483","2763","2167","1974","2670","2405","2135","1750","1889","1586","1678","1824","1638","2184","2419","2365","1403","1421","1505"
"17 - TOCANTINS","2348","2501","1025","2052","2239","1321","2066","2180","1957","1885","1862","1853","1989","1718","1741","2340","1918","1793","2110","1656","1521","2405","2428","2135","1509","1506","1356","1800","1907","1752","2060","1956","1981","1560","1470","1555"
