"26 - PERNAMBUCO","1944","1785","95","1486","1289","82","1961","1801","113","1784","1487","95","1860","1621","110","1903","1460","109","2275","1977","164","1343","1198","209","1917","1911","136","1979","1978","160","2086","1977","168","1895","1870","150"
"22 - PIAUI","3064","2980","46","2442","2346","42","3137","3095","54","2680","2496","47","2695","2720","55","3092","2752","61","3431","2902","62","2130","1934","69","2927","3101","48","3032","2920","78","3535","3055","106","2601","2307","63"
"33 - RIO DE JANEIRO","511","462","114","472","334","92","642","483","152","564","434","106","564","518","145","658","538","154","749","613","191","671","597","245","981","942","192","1318","1204","215","1289","1051","240","1141","1029","214"
"24 - RIO GRANDE DO NORTE","347","270","41","301","223","27","425","360","36","341","340","19","429","388","34","427","327","23","677","510","54","497","450","51","870","851","41","1062","994","30","1396","1245","41","1337","1275","47"
"43 - RIO GRANDE DO SUL","6217","6744","21","5955","4931","18","7970","6545","34","7668","6149","17","7332","6649","29","8739","8318","41","9748","9036","43","6087","6024","89","8172","8520","55","8679","9181","75","9388","8787","75","8460","8438","95"
"11 - RONDONIA","73","42","1","56","38","0","63","83","3","62","61","2","49","44","8","60","62","3","64","58","6","78","76","5","47","49","5","67","57","7","113","82","5","170","154","13"
"14 - RORAIMA","6","7","8","7","7","4","8","6","6","9","4","4","13","7","7","9","11","3","14","12","4","8","11","6","7","9","12","6","8","7","9","10","4","6","4","12"
"42 - SANTA CATARINA","2190","2295","41","2055","1705","23","3011","2444","29","3033","2530","32","3188","2901","38","4009","3460","35","4647","4218","51","3795","3645","57","4582","4668","46","4838","4866","67","5550","4960","69","4127","4234","53"
"35 - SAO PAULO","3210","2928","355","3024","2329","283","4771","3260","362","4820","3251","370","5364","4291","356","9292","7766","389","13862","12489","532","28213","28533","657","31413","33469","502","32794","33755","523","35883","33453","693","30741","31965","618"
"28 - SERGIPE","747","739","6","578","576","12","823","765","11","763","651","11","752","705","19","988","738","15","1202","966","15","1027","897","21","1190","1352","11","1428","1414","20","1869","1617","26","1657","1726","25"
"17 - TOCANTINS","1749","1664","9","1282","1238","6","1704","1712","17","1568","1418","18","1747","1645","18","2037","1637","22","2022","1645","21","1565","1278","33","1881","1807","28","2120","2128","37","2343","2104","36","1837","1647","37"
