"41 - PARANA","13287","14092","14909","10155","9893","10923","12359","11220","11866","12123","10417","10488","12975","12173","10694","13150","11918","10413","14353","12945","12608","14015","14184","13647","11846","12253","10837","14078","14118","13978","12634","12964","13326","9735","10096","9985"
"26 - PERNAMBUCO","7067","7096","6995","5756","5614","5451","6306","5910","5854","7189","6490","6422","7277","6334","5813","7928","6830","6191","8889","7734","7210","8614","8777","8209","6909","7378","6207","8195","8808","8010","7607","7365","7711","6042","5952","6052"
"22 - PIAUI","4423","4174","4136","2942","2799","2617","3090","3183","3040","3554","3564","3453","3536","3236","3000","3575","3210","3325","4056","3619","3587","4092","3984","3852","3354","3535","3104","3745","4056","4011","3584","3242","3256","2728","2463","2566"
"33 - RIO DE JANEIRO","3996","3787","3709","3160","2670","2516","3969","3088","3028","4307","3368","2908","4575","3911","3009","5827","5203","4053","9110","8330","7456","10546","10464","10005","8296","8649","7891","10645","11104","10444","9447","8948","9090","7564","8084","8174"
"24 - RIO GRANDE DO NORTE","3535","3463","3401","2669","2578","2472","3013","2858","2698","3176","2885","2794","3344","2944","2500","3201","2764","2428","4080","3648","3391","3870","3982","3704","3268","3467","2842","3590","3948","3677","3334","3284","3324","2532","2567","2495"
"43 - RIO GRANDE DO SUL","10743","11809","12858","9135","8725","9160","11285","9775","10183","11895","9881","10143","11625","10667","8808","11489","10942","9432","13241","12579","11646","12748","13051","13738","10662","10620","9615","12910","13428","13235","11426","11610","11478","9551","10216","9898"
"11 - RONDONIA","2620","2613","2617","2078","2053","2003","2378","2336","2362","2347","2310","2264","2274","2287","2111","2412","2277","2232","2648","2469","2594","2493","2749","2719","2136","2427","2148","2563","2635","2780","2462","2308","2432","2090","2031","2094"
"14 - RORAIMA","546","447","407","458","343","355","620","449","350","592","511","486","538","526","466","506","448","368","707","861","469","808","716","585","729","559","541","1120","885","693","955","739","607","851","728","616"
"42 - SANTA CATARINA","7970","9371","10657","6710","6324","7250","7550","6868","7539","7876","6979","7311","7913","7287","6565","7931","7545","6630","8694","8039","7417","8728","9066","9000","7243","7468","6699","8761","9144","9184","8263","8020","8534","5946","6485","6329"
"35 - SAO PAULO","45755","47447","49806","38029","35801","36478","45478","40834","41658","45960","38435","37587","48216","44454","40610","49035","44740","38076","53010","49208","47177","50748","52801","51794","41432","45326","41405","50856","52277","52752","45433","44075","47843","36887","38336","39565"
"28 - SERGIPE","2632","2608","2692","2131","2034","2010","2237","2216","2181","2339","2245","2256","2394","2079","2039","2602","2049","1909","3279","2806","2655","2879","2890","2581","2341","2633","2186","2749","2844","2754","2623","2535","2562","2015","2143","2182"
"17 - TOCANTINS","2266","2143","2235","2002","1815","1815","2060","2047","1891","1955","2086","2051","2079","1969","1801","2387","1917","1869","2363","2014","1942","2691","2697","2495","1815","1978","1653","2362","2485","2368","2151","1965","2097","1752","1567","1643"
